CMDLINE python cli.py
MEM 22.000000 1775679621.4608
MEM 22.000000 1775679621.5614
MEM 22.000000 1775679621.6616
MEM 22.000000 1775679621.7619
MEM 22.000000 1775679621.8622
MEM 22.000000 1775679621.9624
MEM 22.000000 1775679622.0627
MEM 22.000000 1775679622.1630
MEM 22.000000 1775679622.2632
MEM 22.000000 1775679622.3635
MEM 22.000000 1775679622.4637
MEM 22.000000 1775679622.5639
MEM 22.000000 1775679622.6641
MEM 22.000000 1775679622.7644
MEM 22.000000 1775679622.8646
MEM 22.000000 1775679622.9649
MEM 22.000000 1775679623.0651
MEM 22.000000 1775679623.1654
MEM 22.000000 1775679623.2656
MEM 22.000000 1775679623.3659
MEM 22.000000 1775679623.4661
MEM 22.000000 1775679623.5664
MEM 22.000000 1775679623.6666
MEM 22.000000 1775679623.7668
MEM 22.000000 1775679623.8671
MEM 22.000000 1775679623.9674
MEM 22.000000 1775679624.0676
MEM 22.000000 1775679624.1678
MEM 22.000000 1775679624.2680
MEM 22.000000 1775679624.3683
MEM 22.000000 1775679624.4685
MEM 22.000000 1775679624.5688
MEM 22.000000 1775679624.6690
MEM 22.000000 1775679624.7692
MEM 22.000000 1775679624.8694
MEM 22.000000 1775679624.9697
MEM 22.000000 1775679625.0699
MEM 22.000000 1775679625.1702
MEM 22.000000 1775679625.2704
MEM 22.000000 1775679625.3707
MEM 22.000000 1775679625.4709
MEM 22.000000 1775679625.5712
MEM 22.000000 1775679625.6714
MEM 22.000000 1775679625.7717
MEM 22.000000 1775679625.8719
MEM 22.000000 1775679625.9722
MEM 22.000000 1775679626.0724
MEM 22.000000 1775679626.1727
MEM 22.000000 1775679626.2729
MEM 22.000000 1775679626.3732
MEM 22.000000 1775679626.4734
MEM 22.000000 1775679626.5736
MEM 22.000000 1775679626.6739
MEM 22.000000 1775679626.7742
MEM 22.000000 1775679626.8744
MEM 22.000000 1775679626.9747
MEM 22.000000 1775679627.0749
MEM 22.000000 1775679627.1752
MEM 22.000000 1775679627.2754
MEM 22.000000 1775679627.3757
MEM 22.000000 1775679627.4760
MEM 22.000000 1775679627.5763
MEM 22.000000 1775679627.6765
MEM 22.000000 1775679627.7768
MEM 22.000000 1775679627.8771
MEM 22.000000 1775679627.9773
MEM 22.000000 1775679628.0776
MEM 22.000000 1775679628.1778
MEM 22.000000 1775679628.2781
MEM 22.000000 1775679628.3783
MEM 22.000000 1775679628.4786
MEM 22.000000 1775679628.5788
MEM 22.000000 1775679628.6791
MEM 22.000000 1775679628.7793
MEM 22.000000 1775679628.8796
MEM 22.000000 1775679628.9799
MEM 22.000000 1775679629.0801
MEM 22.000000 1775679629.1804
MEM 22.000000 1775679629.2806
MEM 22.000000 1775679629.3809
MEM 22.000000 1775679629.4811
MEM 22.000000 1775679629.5814
MEM 22.000000 1775679629.6817
MEM 22.000000 1775679629.7820
MEM 22.000000 1775679629.8822
MEM 22.000000 1775679629.9824
MEM 22.000000 1775679630.0827
MEM 22.000000 1775679630.1829
MEM 22.000000 1775679630.2832
MEM 22.000000 1775679630.3834
MEM 22.000000 1775679630.4837
MEM 22.000000 1775679630.5839
MEM 22.000000 1775679630.6842
MEM 22.000000 1775679630.7845
MEM 22.000000 1775679630.8848
MEM 22.000000 1775679630.9850
MEM 22.000000 1775679631.0853
MEM 22.000000 1775679631.1856
MEM 22.000000 1775679631.2858
MEM 22.000000 1775679631.3861
MEM 22.000000 1775679631.4863
MEM 22.000000 1775679631.5866
MEM 22.000000 1775679631.6869
MEM 22.000000 1775679631.7872
MEM 22.000000 1775679631.8875
MEM 22.000000 1775679631.9878
MEM 22.000000 1775679632.0880
MEM 22.000000 1775679632.1882
MEM 22.000000 1775679632.2885
MEM 22.000000 1775679632.3887
MEM 22.000000 1775679632.4890
MEM 22.000000 1775679632.5892
MEM 22.000000 1775679632.6894
MEM 22.000000 1775679632.7897
MEM 22.000000 1775679632.8900
MEM 22.000000 1775679632.9903
MEM 22.000000 1775679633.0905
MEM 22.000000 1775679633.1908
MEM 22.000000 1775679633.2910
MEM 22.000000 1775679633.3913
MEM 22.000000 1775679633.4915
MEM 22.000000 1775679633.5918
MEM 22.000000 1775679633.6920
MEM 22.000000 1775679633.7923
MEM 22.000000 1775679633.8926
MEM 22.000000 1775679633.9928
MEM 22.000000 1775679634.0931
MEM 22.000000 1775679634.1933
MEM 22.000000 1775679634.2935
MEM 22.000000 1775679634.3938
MEM 22.000000 1775679634.4941
MEM 22.000000 1775679634.5943
MEM 22.000000 1775679634.6946
MEM 22.000000 1775679634.7949
MEM 22.000000 1775679634.8951
MEM 22.000000 1775679634.9954
MEM 22.000000 1775679635.0956
MEM 22.000000 1775679635.1958
MEM 22.000000 1775679635.2961
MEM 22.000000 1775679635.3964
MEM 22.000000 1775679635.4966
MEM 22.000000 1775679635.5968
MEM 22.000000 1775679635.6976
MEM 22.000000 1775679635.7983
MEM 22.000000 1775679635.8985
MEM 22.000000 1775679635.9993
MEM 22.000000 1775679636.0995
MEM 22.000000 1775679636.1998
MEM 22.000000 1775679636.3000
MEM 22.000000 1775679636.4003
MEM 22.000000 1775679636.5005
MEM 22.000000 1775679636.6008
MEM 22.000000 1775679636.7010
MEM 22.000000 1775679636.8013
MEM 22.000000 1775679636.9016
MEM 22.000000 1775679637.0018
MEM 22.000000 1775679637.1020
MEM 22.000000 1775679637.2023
MEM 22.000000 1775679637.3025
MEM 22.000000 1775679637.4028
MEM 22.000000 1775679637.5030
MEM 22.000000 1775679637.6032
MEM 22.000000 1775679637.7035
MEM 22.000000 1775679637.8038
MEM 22.000000 1775679637.9040
MEM 22.000000 1775679638.0043
MEM 22.000000 1775679638.1045
MEM 22.000000 1775679638.2048
MEM 22.000000 1775679638.3050
MEM 22.000000 1775679638.4053
MEM 22.000000 1775679638.5055
MEM 22.000000 1775679638.6058
MEM 22.000000 1775679638.7060
MEM 22.000000 1775679638.8062
MEM 22.000000 1775679638.9065
MEM 22.000000 1775679639.0068
MEM 22.000000 1775679639.1070
MEM 22.000000 1775679639.2073
MEM 22.000000 1775679639.3076
MEM 22.000000 1775679639.4078
MEM 22.000000 1775679639.5083
MEM 22.000000 1775679639.6086
MEM 22.000000 1775679639.7094
MEM 22.000000 1775679639.8099
MEM 22.000000 1775679639.9101
MEM 22.000000 1775679640.0104
MEM 22.000000 1775679640.1107
MEM 22.000000 1775679640.2109
MEM 22.000000 1775679640.3112
MEM 22.000000 1775679640.4114
MEM 22.000000 1775679640.5117
MEM 22.000000 1775679640.6119
MEM 22.000000 1775679640.7122
MEM 22.000000 1775679640.8124
MEM 22.000000 1775679640.9127
MEM 22.000000 1775679641.0130
MEM 22.000000 1775679641.1132
MEM 22.000000 1775679641.2135
MEM 22.000000 1775679641.3137
MEM 22.000000 1775679641.4139
MEM 22.003906 1775679641.5142
MEM 22.003906 1775679641.6144
MEM 22.003906 1775679641.7147
MEM 22.003906 1775679641.8150
MEM 22.003906 1775679641.9153
MEM 22.003906 1775679642.0155
MEM 22.003906 1775679642.1162
MEM 22.003906 1775679642.2165
MEM 22.003906 1775679642.3168
MEM 22.003906 1775679642.4171
MEM 22.003906 1775679642.5173
MEM 22.003906 1775679642.6176
MEM 22.003906 1775679642.7179
MEM 22.003906 1775679642.8181
MEM 22.003906 1775679642.9183
MEM 22.003906 1775679643.0186
MEM 22.003906 1775679643.1188
MEM 22.003906 1775679643.2190
MEM 22.003906 1775679643.3193
MEM 22.003906 1775679643.4195
MEM 22.003906 1775679643.5198
MEM 22.003906 1775679643.6200
MEM 22.003906 1775679643.7203
MEM 22.003906 1775679643.8206
MEM 22.003906 1775679643.9209
MEM 22.003906 1775679644.0219
MEM 22.003906 1775679644.1222
MEM 22.003906 1775679644.2225
MEM 22.003906 1775679644.3228
MEM 22.003906 1775679644.4230
MEM 22.003906 1775679644.5232
MEM 22.003906 1775679644.6235
MEM 22.003906 1775679644.7237
MEM 22.003906 1775679644.8240
MEM 22.003906 1775679644.9243
MEM 22.003906 1775679645.0250
MEM 22.003906 1775679645.1252
MEM 22.003906 1775679645.2255
MEM 22.003906 1775679645.3258
MEM 22.003906 1775679645.4261
MEM 22.003906 1775679645.5263
MEM 22.003906 1775679645.6266
MEM 22.003906 1775679645.7269
MEM 22.003906 1775679645.8271
MEM 22.003906 1775679645.9274
MEM 22.003906 1775679646.0276
MEM 22.003906 1775679646.1279
MEM 22.003906 1775679646.2282
MEM 22.003906 1775679646.3284
MEM 22.003906 1775679646.4287
MEM 22.003906 1775679646.5290
MEM 22.003906 1775679646.6292
MEM 22.003906 1775679646.7295
MEM 22.003906 1775679646.8298
MEM 22.003906 1775679646.9301
MEM 22.003906 1775679647.0303
MEM 22.003906 1775679647.1306
MEM 22.003906 1775679647.2308
MEM 22.003906 1775679647.3311
MEM 22.003906 1775679647.4318
MEM 22.003906 1775679647.5321
MEM 22.003906 1775679647.6323
MEM 22.003906 1775679647.7331
MEM 22.003906 1775679647.8334
MEM 22.003906 1775679647.9337
MEM 22.003906 1775679648.0339
MEM 22.003906 1775679648.1342
MEM 22.003906 1775679648.2345
MEM 22.003906 1775679648.3347
MEM 22.003906 1775679648.4350
MEM 22.003906 1775679648.5352
MEM 22.003906 1775679648.6354
MEM 22.003906 1775679648.7356
MEM 22.003906 1775679648.8358
MEM 22.003906 1775679648.9361
MEM 22.003906 1775679649.0363
MEM 22.003906 1775679649.1365
MEM 22.003906 1775679649.2368
MEM 22.003906 1775679649.3370
MEM 22.003906 1775679649.4373
MEM 22.003906 1775679649.5375
MEM 22.003906 1775679649.6378
MEM 22.003906 1775679649.7380
MEM 22.003906 1775679649.8383
MEM 22.003906 1775679649.9385
MEM 22.003906 1775679650.0388
MEM 22.003906 1775679650.1390
MEM 22.003906 1775679650.2392
MEM 22.003906 1775679650.3395
MEM 22.003906 1775679650.4402
MEM 22.003906 1775679650.5405
MEM 22.003906 1775679650.6412
MEM 22.003906 1775679650.7421
MEM 22.003906 1775679650.8424
MEM 22.003906 1775679650.9426
MEM 22.003906 1775679651.0428
MEM 22.003906 1775679651.1430
MEM 22.003906 1775679651.2432
MEM 22.003906 1775679651.3435
MEM 22.003906 1775679651.4437
MEM 22.003906 1775679651.5440
MEM 22.003906 1775679651.6442
MEM 22.003906 1775679651.7445
MEM 22.003906 1775679651.8448
MEM 22.003906 1775679651.9450
MEM 22.003906 1775679652.0453
MEM 22.003906 1775679652.1455
MEM 22.003906 1775679652.2458
MEM 22.003906 1775679652.3461
MEM 22.003906 1775679652.4463
MEM 22.003906 1775679652.5474
MEM 22.003906 1775679652.6477
MEM 22.003906 1775679652.7480
MEM 22.003906 1775679652.8482
MEM 22.003906 1775679652.9485
MEM 22.003906 1775679653.0488
MEM 22.003906 1775679653.1491
MEM 22.003906 1775679653.2494
MEM 22.003906 1775679653.3496
MEM 22.003906 1775679653.4499
MEM 22.003906 1775679653.5502
MEM 22.003906 1775679653.6504
MEM 22.003906 1775679653.7507
MEM 22.003906 1775679653.8510
MEM 22.003906 1775679653.9512
MEM 22.003906 1775679654.0515
MEM 22.003906 1775679654.1519
MEM 22.003906 1775679654.2521
MEM 22.003906 1775679654.3524
MEM 22.003906 1775679654.4526
MEM 22.003906 1775679654.5529
MEM 22.003906 1775679654.6531
MEM 22.003906 1775679654.7534
MEM 22.003906 1775679654.8536
MEM 22.003906 1775679654.9539
MEM 22.003906 1775679655.0541
MEM 22.003906 1775679655.1544
MEM 22.003906 1775679655.2546
MEM 22.003906 1775679655.3549
MEM 22.003906 1775679655.4551
MEM 22.003906 1775679655.5553
MEM 22.003906 1775679655.6556
MEM 22.003906 1775679655.7559
MEM 22.003906 1775679655.8564
MEM 22.003906 1775679655.9568
MEM 22.003906 1775679656.0571
MEM 22.003906 1775679656.1573
MEM 22.003906 1775679656.2576
MEM 22.003906 1775679656.3578
MEM 22.003906 1775679656.4580
MEM 22.003906 1775679656.5582
MEM 22.003906 1775679656.6585
MEM 22.003906 1775679656.7587
MEM 22.003906 1775679656.8590
MEM 22.003906 1775679656.9593
MEM 22.003906 1775679657.0595
MEM 22.003906 1775679657.1598
MEM 22.003906 1775679657.2600
MEM 22.003906 1775679657.3603
MEM 22.003906 1775679657.4606
MEM 22.003906 1775679657.5608
MEM 22.003906 1775679657.6610
MEM 22.003906 1775679657.7613
MEM 22.003906 1775679657.8616
MEM 22.003906 1775679657.9618
MEM 22.003906 1775679658.0621
MEM 22.003906 1775679658.1623
MEM 22.003906 1775679658.2626
MEM 22.003906 1775679658.3628
MEM 22.003906 1775679658.4635
MEM 22.003906 1775679658.5637
MEM 22.003906 1775679658.6639
MEM 22.003906 1775679658.7642
MEM 22.003906 1775679658.8644
MEM 22.003906 1775679658.9647
MEM 22.003906 1775679659.0649
MEM 22.003906 1775679659.1652
MEM 22.003906 1775679659.2655
MEM 22.003906 1775679659.3657
MEM 22.003906 1775679659.4660
MEM 22.003906 1775679659.5663
MEM 22.003906 1775679659.6666
MEM 22.003906 1775679659.7669
MEM 22.003906 1775679659.8671
MEM 22.003906 1775679659.9674
MEM 22.003906 1775679660.0676
MEM 22.003906 1775679660.1679
MEM 22.003906 1775679660.2682
MEM 22.003906 1775679660.3684
MEM 22.003906 1775679660.4687
MEM 22.003906 1775679660.5690
MEM 22.003906 1775679660.6693
MEM 22.003906 1775679660.7695
MEM 22.003906 1775679660.8698
MEM 22.003906 1775679660.9700
MEM 22.003906 1775679661.0703
MEM 22.003906 1775679661.1706
MEM 22.003906 1775679661.2708
MEM 22.003906 1775679661.3711
MEM 22.003906 1775679661.4713
MEM 22.003906 1775679661.5716
MEM 22.003906 1775679661.6718
MEM 22.003906 1775679661.7721
MEM 22.003906 1775679661.8723
MEM 22.003906 1775679661.9726
MEM 22.003906 1775679662.0728
MEM 22.003906 1775679662.1731
MEM 22.003906 1775679662.2734
MEM 22.003906 1775679662.3736
MEM 22.003906 1775679662.4739
MEM 22.003906 1775679662.5741
MEM 22.003906 1775679662.6743
MEM 22.003906 1775679662.7746
MEM 22.003906 1775679662.8749
MEM 22.003906 1775679662.9751
MEM 22.003906 1775679663.0754
MEM 22.003906 1775679663.1756
MEM 22.003906 1775679663.2763
MEM 22.003906 1775679663.3765
MEM 22.003906 1775679663.4768
MEM 22.003906 1775679663.5771
MEM 22.003906 1775679663.6773
MEM 22.003906 1775679663.7776
MEM 22.003906 1775679663.8778
MEM 22.003906 1775679663.9781
MEM 22.003906 1775679664.0784
MEM 22.003906 1775679664.1786
MEM 22.003906 1775679664.2789
MEM 22.003906 1775679664.3791
MEM 22.003906 1775679664.4794
MEM 22.003906 1775679664.5797
MEM 22.003906 1775679664.6802
MEM 22.003906 1775679664.7804
MEM 22.003906 1775679664.8808
MEM 22.003906 1775679664.9810
MEM 22.003906 1775679665.0813
MEM 22.003906 1775679665.1815
MEM 22.003906 1775679665.2818
MEM 22.003906 1775679665.3821
MEM 22.003906 1775679665.4823
MEM 22.003906 1775679665.5825
MEM 22.003906 1775679665.6827
MEM 22.003906 1775679665.7830
MEM 22.003906 1775679665.8832
MEM 22.003906 1775679665.9835
MEM 22.003906 1775679666.0837
MEM 22.003906 1775679666.1839
MEM 22.003906 1775679666.2841
MEM 22.003906 1775679666.3844
MEM 22.003906 1775679666.4846
MEM 22.003906 1775679666.5848
MEM 22.003906 1775679666.6850
MEM 22.003906 1775679666.7853
MEM 22.003906 1775679666.8855
MEM 22.003906 1775679666.9858
MEM 22.003906 1775679667.0860
MEM 22.003906 1775679667.1863
MEM 22.003906 1775679667.2865
MEM 22.003906 1775679667.3868
MEM 22.003906 1775679667.4871
MEM 22.003906 1775679667.5873
MEM 22.003906 1775679667.6875
MEM 22.003906 1775679667.7878
MEM 22.003906 1775679667.8880
MEM 22.003906 1775679667.9883
MEM 22.003906 1775679668.0885
MEM 22.003906 1775679668.1888
MEM 22.003906 1775679668.2890
MEM 22.003906 1775679668.3893
MEM 22.003906 1775679668.4896
MEM 22.003906 1775679668.5898
MEM 22.003906 1775679668.6901
MEM 22.003906 1775679668.7904
MEM 22.003906 1775679668.8907
MEM 22.003906 1775679668.9909
MEM 22.003906 1775679669.0912
MEM 22.003906 1775679669.1914
MEM 22.003906 1775679669.2917
MEM 22.003906 1775679669.3919
MEM 22.003906 1775679669.4921
MEM 22.003906 1775679669.5924
MEM 22.003906 1775679669.6926
MEM 22.003906 1775679669.7929
MEM 22.003906 1775679669.8931
MEM 22.003906 1775679669.9934
MEM 22.003906 1775679670.0936
MEM 22.003906 1775679670.1939
MEM 22.003906 1775679670.2941
MEM 22.003906 1775679670.3944
MEM 22.003906 1775679670.4946
MEM 22.003906 1775679670.5949
MEM 22.003906 1775679670.6951
MEM 22.003906 1775679670.7954
MEM 22.003906 1775679670.8956
MEM 22.003906 1775679670.9959
MEM 22.003906 1775679671.0961
MEM 22.003906 1775679671.1964
MEM 22.003906 1775679671.2966
MEM 22.003906 1775679671.3969
MEM 22.003906 1775679671.4972
MEM 22.003906 1775679671.5974
MEM 22.003906 1775679671.6977
MEM 22.003906 1775679671.7980
MEM 22.003906 1775679671.8982
MEM 22.003906 1775679671.9984
MEM 22.003906 1775679672.0987
MEM 22.003906 1775679672.1990
MEM 22.003906 1775679672.2992
MEM 22.003906 1775679672.3995
MEM 22.003906 1775679672.4998
MEM 22.003906 1775679672.6000
MEM 22.003906 1775679672.7003
MEM 22.003906 1775679672.8005
MEM 22.003906 1775679672.9008
MEM 22.003906 1775679673.0010
MEM 22.003906 1775679673.1013
MEM 22.003906 1775679673.2016
MEM 22.003906 1775679673.3019
MEM 22.003906 1775679673.4021
MEM 22.003906 1775679673.5024
MEM 22.003906 1775679673.6027
MEM 22.003906 1775679673.7030
MEM 22.003906 1775679673.8032
MEM 22.003906 1775679673.9035
MEM 22.003906 1775679674.0037
MEM 22.003906 1775679674.1040
MEM 22.003906 1775679674.2042
MEM 22.003906 1775679674.3045
MEM 22.003906 1775679674.4048
MEM 22.003906 1775679674.5050
MEM 22.003906 1775679674.6053
MEM 22.003906 1775679674.7056
MEM 22.003906 1775679674.8059
MEM 22.003906 1775679674.9061
MEM 22.003906 1775679675.0064
MEM 22.003906 1775679675.1066
MEM 22.003906 1775679675.2069
MEM 22.003906 1775679675.3071
MEM 22.003906 1775679675.4074
MEM 22.003906 1775679675.5076
MEM 22.003906 1775679675.6079
MEM 22.003906 1775679675.7081
MEM 22.003906 1775679675.8084
MEM 22.003906 1775679675.9086
MEM 22.003906 1775679676.0089
MEM 22.003906 1775679676.1091
MEM 22.003906 1775679676.2093
MEM 22.003906 1775679676.3096
MEM 22.003906 1775679676.4098
MEM 22.003906 1775679676.5101
MEM 22.003906 1775679676.6111
MEM 22.003906 1775679676.7113
MEM 22.003906 1775679676.8116
MEM 22.003906 1775679676.9119
MEM 22.003906 1775679677.0121
MEM 22.003906 1775679677.1124
MEM 22.003906 1775679677.2126
MEM 22.003906 1775679677.3128
MEM 22.003906 1775679677.4130
MEM 22.003906 1775679677.5133
MEM 22.003906 1775679677.6135
MEM 22.003906 1775679677.7139
MEM 22.003906 1775679677.8141
MEM 22.003906 1775679677.9144
MEM 22.003906 1775679678.0146
MEM 22.003906 1775679678.1148
MEM 22.003906 1775679678.2150
MEM 22.003906 1775679678.3153
MEM 22.003906 1775679678.4155
MEM 22.003906 1775679678.5158
MEM 22.003906 1775679678.6160
MEM 22.003906 1775679678.7163
MEM 22.003906 1775679678.8166
MEM 22.003906 1775679678.9169
MEM 22.003906 1775679679.0171
MEM 22.003906 1775679679.1174
MEM 22.003906 1775679679.2176
MEM 22.003906 1775679679.3179
MEM 22.003906 1775679679.4181
MEM 22.003906 1775679679.5184
MEM 22.003906 1775679679.6187
MEM 22.003906 1775679679.7189
MEM 22.003906 1775679679.8192
MEM 22.003906 1775679679.9194
MEM 22.003906 1775679680.0198
MEM 22.003906 1775679680.1200
MEM 22.003906 1775679680.2202
MEM 22.003906 1775679680.3205
MEM 22.003906 1775679680.4208
MEM 22.003906 1775679680.5210
MEM 22.003906 1775679680.6212
MEM 22.003906 1775679680.7215
MEM 22.003906 1775679680.8218
MEM 22.003906 1775679680.9220
MEM 22.003906 1775679681.0222
MEM 22.003906 1775679681.1225
MEM 22.003906 1775679681.2227
MEM 22.003906 1775679681.3229
MEM 22.003906 1775679681.4236
MEM 22.003906 1775679681.5238
MEM 22.003906 1775679681.6240
MEM 22.003906 1775679681.7243
MEM 22.003906 1775679681.8246
MEM 22.003906 1775679681.9249
MEM 22.003906 1775679682.0251
MEM 22.003906 1775679682.1254
MEM 22.003906 1775679682.2257
MEM 22.003906 1775679682.3259
MEM 22.003906 1775679682.4261
MEM 22.003906 1775679682.5264
MEM 22.003906 1775679682.6266
MEM 22.003906 1775679682.7269
MEM 22.003906 1775679682.8271
MEM 22.003906 1775679682.9274
MEM 22.003906 1775679683.0276
MEM 22.003906 1775679683.1279
MEM 22.003906 1775679683.2281
MEM 22.003906 1775679683.3284
MEM 22.003906 1775679683.4286
MEM 22.003906 1775679683.5289
MEM 22.003906 1775679683.6292
MEM 22.003906 1775679683.7296
MEM 22.003906 1775679683.8298
MEM 22.003906 1775679683.9301
MEM 22.003906 1775679684.0303
MEM 22.003906 1775679684.1306
MEM 22.003906 1775679684.2308
MEM 22.003906 1775679684.3311
MEM 22.003906 1775679684.4313
MEM 22.003906 1775679684.5316
MEM 22.003906 1775679684.6318
MEM 22.003906 1775679684.7321
MEM 22.003906 1775679684.8323
MEM 22.003906 1775679684.9326
MEM 22.003906 1775679685.0328
MEM 22.003906 1775679685.1331
MEM 22.003906 1775679685.2333
MEM 22.003906 1775679685.3335
MEM 22.003906 1775679685.4338
MEM 22.003906 1775679685.5340
MEM 22.003906 1775679685.6343
MEM 22.003906 1775679685.7345
MEM 22.003906 1775679685.8348
MEM 22.003906 1775679685.9353
MEM 22.003906 1775679686.0356
MEM 22.003906 1775679686.1358
MEM 22.003906 1775679686.2361
MEM 22.003906 1775679686.3363
MEM 22.003906 1775679686.4366
MEM 22.003906 1775679686.5368
MEM 22.003906 1775679686.6371
MEM 22.003906 1775679686.7373
MEM 22.003906 1775679686.8376
MEM 22.003906 1775679686.9378
MEM 22.003906 1775679687.0380
MEM 22.003906 1775679687.1383
MEM 22.003906 1775679687.2385
MEM 22.003906 1775679687.3388
MEM 22.003906 1775679687.4391
MEM 22.003906 1775679687.5393
MEM 22.003906 1775679687.6395
MEM 22.003906 1775679687.7398
MEM 22.003906 1775679687.8408
MEM 22.003906 1775679687.9415
MEM 22.003906 1775679688.0417
MEM 22.003906 1775679688.1419
MEM 22.003906 1775679688.2422
MEM 22.003906 1775679688.3424
MEM 22.003906 1775679688.4427
MEM 22.003906 1775679688.5430
MEM 22.003906 1775679688.6432
MEM 22.003906 1775679688.7435
MEM 22.003906 1775679688.8442
MEM 22.003906 1775679688.9445
MEM 22.003906 1775679689.0448
MEM 22.003906 1775679689.1450
MEM 22.003906 1775679689.2453
MEM 22.003906 1775679689.3455
MEM 22.003906 1775679689.4457
MEM 22.003906 1775679689.5460
MEM 22.003906 1775679689.6462
MEM 22.007812 1775679689.7465
MEM 22.007812 1775679689.8467
MEM 22.007812 1775679689.9470
MEM 22.007812 1775679690.0472
MEM 22.007812 1775679690.1474
MEM 22.007812 1775679690.2477
MEM 22.007812 1775679690.3480
MEM 22.007812 1775679690.4489
MEM 22.007812 1775679690.5492
MEM 22.007812 1775679690.6495
MEM 22.007812 1775679690.7498
MEM 22.007812 1775679690.8500
MEM 22.007812 1775679690.9503
MEM 22.007812 1775679691.0505
MEM 22.007812 1775679691.1508
MEM 22.007812 1775679691.2510
MEM 22.007812 1775679691.3513
MEM 22.007812 1775679691.4515
MEM 22.007812 1775679691.5518
MEM 22.007812 1775679691.6521
MEM 22.007812 1775679691.7524
MEM 22.007812 1775679691.8526
MEM 22.007812 1775679691.9529
MEM 22.007812 1775679692.0531
MEM 22.007812 1775679692.1534
MEM 22.007812 1775679692.2536
MEM 22.007812 1775679692.3538
MEM 22.007812 1775679692.4540
MEM 22.007812 1775679692.5542
MEM 22.007812 1775679692.6544
MEM 22.007812 1775679692.7547
MEM 22.007812 1775679692.8549
MEM 22.007812 1775679692.9552
MEM 22.007812 1775679693.0555
MEM 22.007812 1775679693.1557
MEM 22.007812 1775679693.2560
MEM 22.007812 1775679693.3562
MEM 22.007812 1775679693.4565
MEM 22.007812 1775679693.5567
MEM 22.007812 1775679693.6569
MEM 22.007812 1775679693.7572
MEM 22.007812 1775679693.8574
MEM 22.007812 1775679693.9577
MEM 22.007812 1775679694.0580
MEM 22.007812 1775679694.1582
MEM 22.007812 1775679694.2584
MEM 22.007812 1775679694.3587
MEM 22.007812 1775679694.4590
MEM 22.007812 1775679694.5592
MEM 22.007812 1775679694.6594
MEM 22.007812 1775679694.7597
MEM 22.007812 1775679694.8599
MEM 22.007812 1775679694.9606
MEM 22.007812 1775679695.0608
MEM 22.007812 1775679695.1611
MEM 22.007812 1775679695.2613
MEM 22.007812 1775679695.3616
MEM 22.007812 1775679695.4618
MEM 22.007812 1775679695.5620
MEM 22.007812 1775679695.6623
MEM 22.007812 1775679695.7625
MEM 22.007812 1775679695.8628
MEM 22.007812 1775679695.9630
MEM 22.007812 1775679696.0632
MEM 22.007812 1775679696.1635
MEM 22.007812 1775679696.2637
MEM 22.007812 1775679696.3640
MEM 22.007812 1775679696.4642
MEM 22.007812 1775679696.5644
MEM 22.007812 1775679696.6647
MEM 22.007812 1775679696.7649
MEM 22.007812 1775679696.8652
MEM 22.007812 1775679696.9654
MEM 22.007812 1775679697.0656
MEM 22.007812 1775679697.1659
MEM 22.007812 1775679697.2661
MEM 22.007812 1775679697.3663
MEM 22.007812 1775679697.4666
MEM 22.007812 1775679697.5668
MEM 22.007812 1775679697.6670
MEM 22.007812 1775679697.7673
MEM 22.007812 1775679697.8675
MEM 22.007812 1775679697.9677
MEM 22.007812 1775679698.0680
MEM 22.007812 1775679698.1682
MEM 22.007812 1775679698.2684
MEM 22.007812 1775679698.3687
MEM 22.007812 1775679698.4694
MEM 22.007812 1775679698.5697
MEM 22.007812 1775679698.6700
MEM 22.007812 1775679698.7702
MEM 22.007812 1775679698.8704
MEM 22.007812 1775679698.9707
MEM 22.007812 1775679699.0710
MEM 22.007812 1775679699.1712
MEM 22.007812 1775679699.2714
MEM 22.007812 1775679699.3717
MEM 22.007812 1775679699.4719
MEM 22.007812 1775679699.5721
MEM 22.007812 1775679699.6723
MEM 22.007812 1775679699.7726
MEM 22.007812 1775679699.8729
MEM 22.007812 1775679699.9731
MEM 22.007812 1775679700.0733
MEM 22.007812 1775679700.1736
MEM 22.007812 1775679700.2738
MEM 22.007812 1775679700.3741
MEM 22.007812 1775679700.4743
MEM 22.007812 1775679700.5746
MEM 22.007812 1775679700.6748
MEM 22.007812 1775679700.7751
MEM 22.007812 1775679700.8753
MEM 22.007812 1775679700.9756
MEM 22.007812 1775679701.0758
MEM 22.007812 1775679701.1760
MEM 22.007812 1775679701.2763
MEM 22.007812 1775679701.3765
MEM 22.007812 1775679701.4772
MEM 22.007812 1775679701.5774
MEM 22.007812 1775679701.6777
MEM 22.007812 1775679701.7780
MEM 22.007812 1775679701.8783
MEM 22.007812 1775679701.9785
MEM 22.007812 1775679702.0788
MEM 22.007812 1775679702.1790
MEM 22.007812 1775679702.2792
MEM 22.007812 1775679702.3795
MEM 22.007812 1775679702.4797
MEM 22.007812 1775679702.5799
MEM 22.007812 1775679702.6801
MEM 22.007812 1775679702.7804
MEM 22.007812 1775679702.8806
MEM 22.007812 1775679702.9808
MEM 22.007812 1775679703.0811
MEM 22.007812 1775679703.1813
MEM 22.007812 1775679703.2816
MEM 22.007812 1775679703.3819
MEM 22.007812 1775679703.4821
MEM 22.007812 1775679703.5824
MEM 22.007812 1775679703.6826
MEM 22.007812 1775679703.7828
